country,year,donation,receival,n,rank
New Zealand,2011,3623798,0,3623798,26
New Zealand,2012,1722664,0,1722664,26
New Zealand,2013,1938330,0,1938330,26
New Zealand,1980,0,11703716,-11703716,26
Australia,1973,46285863,0,46285863,27
Australia,1974,26950877,0,26950877,27
Australia,1975,77691781,0,77691781,27
Australia,1976,27718070,0,27718070,27
Australia,1977,72648152,0,72648152,27
Australia,1978,47483698,0,47483698,27
Australia,1979,9763598,0,9763598,27
Australia,1980,23283790,54502260,-31218470,27
Australia,1981,18425831,747648005,-729222174,27
Australia,1982,10458375,2599450,7858925,27
Australia,1983,7388539,0,7388539,27
Australia,1984,3698286,0,3698286,27
Australia,1985,6929573,0,6929573,27
Australia,1986,25229662,0,25229662,27
Australia,1987,18309923,0,18309923,27
Australia,1988,1758350,0,1758350,27
Australia,1989,163270223,0,163270223,27
Australia,1990,93432068,0,93432068,27
Australia,1991,518306838,0,518306838,27
Australia,1992,57379649,193553716,-136174067,27
Australia,1993,37557879,79262311,-41704432,27
Australia,1994,62005978,321233163,-259227185,27
Australia,1995,87263724,343759453,-256495729,27
Australia,1996,80468022,0,80468022,27
Australia,1997,99085271,0,99085271,27
Australia,1998,60046657,133176980,-73130323,27
Australia,1999,87775767,0,87775767,27
Australia,2000,115957719,0,115957719,27
Australia,2001,99427776,0,99427776,27
Australia,2002,45235182,696882923,-651647741,27
Australia,2003,94571888,0,94571888,27
Australia,2004,17256770,0,17256770,27
Australia,2005,28927690,0,28927690,27
Australia,2006,27058214,0,27058214,27
Australia,2007,13864351,0,13864351,27
Australia,2008,18754564,0,18754564,27
Australia,2009,17680084,0,17680084,27
Australia,2010,32806019,0,32806019,27
Australia,2011,41545539,0,41545539,27
Australia,2012,55649016,0,55649016,27
Australia,2013,67265056,0,67265056,27
Portugal,1996,331133,0,331133,28
Portugal,1997,344667,0,344667,28
Portugal,1998,100751,0,100751,28
Portugal,1999,2099809,0,2099809,28
Portugal,2000,2738129,0,2738129,28
Portugal,2001,4477740,0,4477740,28
Portugal,2002,7394633,0,7394633,28
Portugal,2003,1051124,0,1051124,28
Portugal,2004,2805269,0,2805269,28
Portugal,2005,2827761,0,2827761,28
Portugal,2006,2556983,0,2556983,28
Portugal,2007,4973178,0,4973178,28
Portugal,2008,2596175,113058,2483117,28
Portugal,2009,2079818,0,2079818,28
Portugal,2010,9121622,0,9121622,28
Portugal,2011,9036429,0,9036429,28
Portugal,2012,7736231,0,7736231,28
Portugal,2013,6629414,0,6629414,28
Portugal,1980,0,4136160,-4136160,28
Portugal,1981,0,144765310,-144765310,28
Portugal,1984,0,1826510,-1826510,28
Portugal,1986,0,21863247,-21863247,28
Portugal,1988,0,2538321,-2538321,28
Iceland,2012,39083,0,39083,29
Iceland,2013,133418,0,133418,29
Iceland,1980,0,18060045,-18060045,29
Liechtenstein,1981,199326,18264370,-18065044,30
Liechtenstein,1982,734297,0,734297,30
Liechtenstein,1983,63282,0,63282,30
Liechtenstein,1989,11161,0,11161,30
Liechtenstein,1990,299897,0,299897,30
Liechtenstein,1993,124845,0,124845,30
Liechtenstein,1994,86232,0,86232,30
Liechtenstein,1996,141858,0,141858,30
Liechtenstein,1997,104054,0,104054,30
Liechtenstein,1998,98845,0,98845,30
Liechtenstein,2000,380208,0,380208,30
Liechtenstein,2001,264468,0,264468,30
Liechtenstein,2002,147592,10053,137539,30
Liechtenstein,2003,544967,0,544967,30
Liechtenstein,2004,216815,0,216815,30
Liechtenstein,2005,494415,51947,442468,30
Liechtenstein,2006,121077,0,121077,30
Liechtenstein,2007,199170,0,199170,30
Liechtenstein,2008,138191,66713,71478,30
Monaco,2006,119315,0,119315,31
Monaco,2007,264319,0,264319,31
Monaco,2008,557753,0,557753,31
Austria,1974,24126329,0,24126329,32
Austria,1976,12981849,0,12981849,32
Austria,1977,2608725,0,2608725,32
Austria,1978,27058314,0,27058314,32
Austria,1979,2480539,0,2480539,32
Austria,1980,2720513,157632201,-154911688,32
Austria,1981,53422527,163916,53258611,32
Austria,1982,272169,58590672,-58318503,32
Austria,1983,17235616,0,17235616,32
Austria,1985,87348212,0,87348212,32
Austria,1986,15801537,0,15801537,32
Austria,1987,77374,0,77374,32
Austria,1988,400964,0,400964,32
Austria,1989,18299145,0,18299145,32
Austria,1990,3458667,0,3458667,32
Austria,1991,43662774,0,43662774,32
Austria,1992,7690278,0,7690278,32
Austria,1993,8599286,132570772,-123971486,32
Austria,1994,496076,0,496076,32
Austria,1995,2349112,0,2349112,32
Austria,1996,31485810,56293,31429517,32
Austria,1997,18810672,0,18810672,32
Austria,1998,17433736,0,17433736,32
Austria,1999,27735866,0,27735866,32
Austria,2000,41623882,0,41623882,32
Austria,2001,64630850,171695803,-107064953,32
Austria,2002,64136019,249428720,-185292701,32
Austria,2003,57940744,0,57940744,32
Austria,2004,46228250,1508,46226742,32
Austria,2005,17870615,127534,17743081,32
Austria,2006,8003253,0,8003253,32
Austria,2007,11550522,0,11550522,32
Austria,2008,6949094,0,6949094,32
Austria,2009,7871776,0,7871776,32
Austria,2010,8224524,0,8224524,32
Austria,2011,5945013,0,5945013,32
Austria,2012,9369281,0,9369281,32
Austria,2013,7169039,0,7169039,32
Finland,1983,3517060,70538468,-67021408,33
Finland,1987,1482877,0,1482877,33
Finland,1988,447649,0,447649,33
Finland,1989,16608550,0,16608550,33
Finland,1990,4220992,0,4220992,33
Finland,1991,30659992,0,30659992,33
Finland,1992,69776266,0,69776266,33
Finland,1993,15643128,0,15643128,33
Finland,1994,30027227,0,30027227,33
Finland,1995,20700602,0,20700602,33
Finland,1996,20289146,0,20289146,33
Finland,1997,28181494,0,28181494,33
Finland,1998,10099793,0,10099793,33
Finland,1999,17111953,0,17111953,33
Finland,2000,23911436,0,23911436,33
Finland,2001,17586870,0,17586870,33
Finland,2002,35865984,0,35865984,33
Finland,2003,19462895,0,19462895,33
Finland,2004,23784055,0,23784055,33
Finland,2005,50908114,0,50908114,33
Finland,2006,25456746,73670,25383076,33
Finland,2007,19522990,0,19522990,33
Finland,2008,39238852,0,39238852,33
Finland,2009,64703548,0,64703548,33
Finland,2010,20238960,0,20238960,33
Finland,2011,34660814,0,34660814,33
Finland,2012,7911710,0,7911710,33
Finland,2013,13933712,0,13933712,33
Finland,1984,0,26553629,-26553629,33
Finland,1986,0,83529726,-83529726,33
Italy,1973,166719069,0,166719069,34
Italy,1976,35601469,0,35601469,34
Italy,1983,33513460,147595542,-114082082,34
Italy,1984,225774377,551936148,-326161771,34
Italy,1985,164182162,0,164182162,34
Italy,1986,48874532,0,48874532,34
Italy,1987,282071099,0,282071099,34
Italy,1988,116403581,0,116403581,34
Italy,1989,112626078,0,112626078,34
Italy,1990,136489843,0,136489843,34
Italy,1991,138712028,0,138712028,34
Italy,1992,170049742,0,170049742,34
Italy,1993,124373956,277419753,-153045797,34
Italy,1994,25806540,524992994,-499186454,34
Italy,1995,1397467126,0,1397467126,34
Italy,1996,26143275,0,26143275,34
Italy,1997,11342151,0,11342151,34
Italy,1998,24433295,0,24433295,34
Italy,1999,23505452,0,23505452,34
Italy,2000,34877961,92408,34785553,34
Italy,2001,61884442,0,61884442,34
Italy,2002,31576918,0,31576918,34
Italy,2003,15582599,35589,15547010,34
Italy,2004,65385193,0,65385193,34
Italy,2005,69732388,0,69732388,34
Italy,2006,28923679,0,28923679,34
Italy,2007,33580751,0,33580751,34
Italy,2008,38676392,0,38676392,34
Italy,2009,53936210,0,53936210,34
Italy,2010,40421158,0,40421158,34
Italy,2011,49349085,0,49349085,34
Italy,2012,23960216,0,23960216,34
Italy,2013,23679747,0,23679747,34
Italy,1980,0,894504816,-894504816,34
Italy,1981,0,3585196,-3585196,34
Italy,1982,0,663971,-663971,34
Spain,1989,100535177,0,100535177,35
Spain,1990,33912950,0,33912950,35
Spain,1991,134873730,0,134873730,35
Spain,1993,36693281,0,36693281,35
Spain,1994,6797785,0,6797785,35
Spain,1995,24737384,0,24737384,35
Spain,1996,41887270,0,41887270,35
Spain,1997,61562728,0,61562728,35
Spain,1998,56295291,0,56295291,35
Spain,1999,79380361,0,79380361,35
Spain,2000,59684269,0,59684269,35
Spain,2001,71240556,0,71240556,35
Spain,2002,76217540,0,76217540,35
Spain,2003,134313618,0,134313618,35
Spain,2004,62843645,0,62843645,35
Spain,2005,81547019,0,81547019,35
Spain,2006,102707597,0,102707597,35
Spain,2007,118856065,0,118856065,35
Spain,2008,152422527,0,152422527,35
Spain,2009,238613474,0,238613474,35
Spain,2010,128037041,0,128037041,35
Spain,2011,100140152,0,100140152,35
Spain,2012,55560499,0,55560499,35
Spain,2013,55835945,0,55835945,35
Spain,1980,0,285026867,-285026867,35
Spain,1981,0,199457361,-199457361,35
Spain,1982,0,77227580,-77227580,35
Belgium,1973,39251336,0,39251336,36
Belgium,1974,43588598,0,43588598,36
Belgium,1975,38863307,0,38863307,36
Belgium,1976,36126619,0,36126619,36
Belgium,1977,35853879,0,35853879,36
Belgium,1978,32189217,0,32189217,36
Belgium,1979,30801519,0,30801519,36
Belgium,1981,61917902,36477733,25440169,36
Belgium,1983,46243316,0,46243316,36
Belgium,1985,4191839,0,4191839,36
Belgium,1989,183930257,0,183930257,36
Belgium,1990,187058124,0,187058124,36
Belgium,1992,470688315,0,470688315,36
Belgium,1993,75567601,0,75567601,36
Belgium,1994,26867841,0,26867841,36
Belgium,1995,45999593,0,45999593,36
Belgium,1996,25987887,0,25987887,36
Belgium,1997,35402467,0,35402467,36
Belgium,1998,25116690,0,25116690,36
Belgium,1999,30505209,0,30505209,36
Belgium,2000,32342289,0,32342289,36
Belgium,2001,31859079,0,31859079,36
Belgium,2002,63495593,0,63495593,36
Belgium,2003,58875247,0,58875247,36
Belgium,2004,52561101,0,52561101,36
Belgium,2005,48285276,0,48285276,36
Belgium,2006,58458568,0,58458568,36
Belgium,2007,33187081,0,33187081,36
Belgium,2008,53059381,0,53059381,36
Belgium,2009,42809116,0,42809116,36
Belgium,2010,41446751,0,41446751,36
Belgium,2011,47828984,0,47828984,36
Belgium,2012,35767940,0,35767940,36
Belgium,2013,68317348,0,68317348,36
Belgium,1980,0,147868500,-147868500,36
Denmark,1974,56839286,0,56839286,37
Denmark,1975,10392556,0,10392556,37
Denmark,1976,28849377,0,28849377,37
Denmark,1977,112241594,0,112241594,37
Denmark,1978,2086036,0,2086036,37
Denmark,1979,35943903,0,35943903,37
Denmark,1980,96585940,104288895,-7702955,37
Denmark,1981,215721283,0,215721283,37
Denmark,1982,122090821,0,122090821,37
Denmark,1983,84368125,0,84368125,37
Denmark,1984,131061636,62021691,69039945,37
Denmark,1985,154044569,0,154044569,37
Denmark,1986,110720962,0,110720962,37
Denmark,1987,149837777,0,149837777,37
Denmark,1988,119577810,0,119577810,37
Denmark,1989,133430275,0,133430275,37
Denmark,1990,58616306,0,58616306,37
Denmark,1991,80582842,0,80582842,37
Denmark,1992,40778102,0,40778102,37
Denmark,1993,67062860,0,67062860,37
Denmark,1994,110637370,0,110637370,37
Denmark,1995,73451287,0,73451287,37
Denmark,1996,244013860,0,244013860,37
Denmark,1997,79381953,0,79381953,37
Denmark,1998,15650457,0,15650457,37
Denmark,1999,75309242,0,75309242,37
Denmark,2000,37463179,0,37463179,37
Denmark,2001,77063923,0,77063923,37
Denmark,2002,91324907,0,91324907,37
Denmark,2003,57028037,0,57028037,37
Denmark,2004,25482007,0,25482007,37
Denmark,2005,125145775,0,125145775,37
Denmark,2006,10170167,0,10170167,37
Denmark,2007,21329239,0,21329239,37
Denmark,2008,16290834,0,16290834,37
Denmark,2009,6819444,0,6819444,37
Denmark,2010,21438651,0,21438651,37
Denmark,2011,33654018,0,33654018,37
Denmark,2012,14988225,0,14988225,37
Denmark,2013,4941770,0,4941770,37
Switzerland,1973,14060941,0,14060941,38
Switzerland,1974,64549529,0,64549529,38
Switzerland,1975,103204755,0,103204755,38
Switzerland,1976,43577287,0,43577287,38
Switzerland,1977,111194695,0,111194695,38
Switzerland,1978,35883359,0,35883359,38
Switzerland,1979,67821487,0,67821487,38
Switzerland,1980,10028652,0,10028652,38
Switzerland,1981,18045799,0,18045799,38
Switzerland,1982,63684924,0,63684924,38
Switzerland,1983,190427090,0,190427090,38
Switzerland,1984,116248354,0,116248354,38
Switzerland,1985,52165585,0,52165585,38
Switzerland,1986,35598036,0,35598036,38
Switzerland,1987,87982342,0,87982342,38
Switzerland,1988,32738889,0,32738889,38
Switzerland,1989,75386666,0,75386666,38
Switzerland,1990,123834846,0,123834846,38
Switzerland,1991,157754122,0,157754122,38
Switzerland,1992,31332667,0,31332667,38
Switzerland,1993,43709522,0,43709522,38
Switzerland,1994,40395940,0,40395940,38
Switzerland,1995,37875588,0,37875588,38
Switzerland,1996,63515858,0,63515858,38
Switzerland,1997,101719058,0,101719058,38
Switzerland,1998,70204297,0,70204297,38
Switzerland,1999,104482040,0,104482040,38
Switzerland,2000,129146680,184816,128961864,38
Switzerland,2001,93682742,0,93682742,38
Switzerland,2002,127936461,24996,127911465,38
Switzerland,2003,65840038,19468,65820570,38
Switzerland,2004,61749696,0,61749696,38
Switzerland,2005,70896849,97503,70799346,38
Switzerland,2006,43757262,0,43757262,38
Switzerland,2007,51309531,0,51309531,38
Switzerland,2008,39324550,0,39324550,38
Switzerland,2009,53471939,0,53471939,38
Switzerland,2010,53676771,0,53676771,38
Switzerland,2011,39344798,0,39344798,38
Switzerland,2012,41783411,0,41783411,38
Switzerland,2013,74744897,0,74744897,38
Canada,1973,437928427,0,437928427,39
Canada,1974,68502158,0,68502158,39
Canada,1975,93027681,0,93027681,39
Canada,1976,116287322,0,116287322,39
Canada,1977,38957778,0,38957778,39
Canada,1978,100516271,0,100516271,39
Canada,1979,80241209,0,80241209,39
Canada,1980,139264006,531674896,-392410890,39
Canada,1981,546970726,2540405789,-1993435063,39
Canada,1982,87937147,170174807,-82237660,39
Canada,1983,148016945,0,148016945,39
Canada,1984,691336664,153022875,538313789,39
Canada,1985,146523445,0,146523445,39
Canada,1986,392105553,0,392105553,39
Canada,1987,331152346,0,331152346,39
Canada,1988,149433255,0,149433255,39
Canada,1989,95861356,1961661,93899695,39
Canada,1990,146349000,0,146349000,39
Canada,1991,79132048,0,79132048,39
Canada,1992,203523019,0,203523019,39
Canada,1993,129123101,83925439,45197662,39
Canada,1994,83435990,0,83435990,39
Canada,1995,140853583,0,140853583,39
Canada,1996,240599471,0,240599471,39
Canada,1997,114731583,0,114731583,39
Canada,1998,385748294,0,385748294,39
Canada,1999,434102951,0,434102951,39
Canada,2000,356912625,0,356912625,39
Canada,2001,349119993,0,349119993,39
Canada,2002,242075816,587432031,-345356215,39
Canada,2003,154336187,0,154336187,39
Canada,2004,172189837,0,172189837,39
Canada,2005,66617166,0,66617166,39
Canada,2006,60308595,0,60308595,39
Canada,2007,62686742,0,62686742,39
Canada,2008,75865089,55468,75809621,39
Canada,2009,74116591,0,74116591,39
Canada,2010,66543586,0,66543586,39
Canada,2011,49798170,0,49798170,39
Canada,2012,59322273,0,59322273,39
Canada,2013,54784201,0,54784201,39
Norway,1973,35874848,0,35874848,40
Norway,1974,94887523,0,94887523,40
Norway,1975,64575343,0,64575343,40
Norway,1976,10419282,0,10419282,40
Norway,1977,60133610,0,60133610,40
Norway,1978,147255461,0,147255461,40
Norway,1979,140327273,0,140327273,40
Norway,1980,41738095,43725131,-1987036,40
Norway,1981,51124921,130936843,-79811922,40
Norway,1982,110623404,63586018,47037386,40
Norway,1984,101664449,0,101664449,40
Norway,1985,85932533,0,85932533,40
Norway,1986,9848663,0,9848663,40
Norway,1987,244641035,0,244641035,40
Norway,1988,20840875,0,20840875,40
Norway,1989,51903997,0,51903997,40
Norway,1990,22442656,0,22442656,40
Norway,1991,58788041,0,58788041,40
Norway,1992,40117760,62668301,-22550541,40
Norway,1993,72847215,67085688,5761527,40
Norway,1994,126824955,0,126824955,40
Norway,1995,73931976,0,73931976,40
Norway,1996,66497399,0,66497399,40
Norway,1997,71998190,0,71998190,40
Norway,1998,57457846,0,57457846,40
Norway,1999,92238378,0,92238378,40
Norway,2000,127714893,0,127714893,40
Norway,2001,209376138,0,209376138,40
Norway,2002,73856084,0,73856084,40
Norway,2003,38448603,0,38448603,40
Norway,2004,41531404,0,41531404,40
Norway,2005,83655835,0,83655835,40
Norway,2006,324841794,0,324841794,40
Norway,2007,116693404,0,116693404,40
Norway,2008,58648457,0,58648457,40
Norway,2009,237828698,0,237828698,40
Norway,2010,323665853,0,323665853,40
Norway,2011,268584661,0,268584661,40
Norway,2012,262015590,0,262015590,40
Norway,2013,295017276,0,295017276,40
Sweden,1973,168369255,0,168369255,41
Sweden,1974,30299330,0,30299330,41
Sweden,1975,201059589,0,201059589,41
Sweden,1976,151806434,0,151806434,41
Sweden,1977,143468255,0,143468255,41
Sweden,1978,472112462,0,472112462,41
Sweden,1979,253701905,0,253701905,41
Sweden,1980,10679246,35282669,-24603423,41
Sweden,1981,151539023,24474486,127064537,41
Sweden,1982,147903816,0,147903816,41
Sweden,1983,136226862,0,136226862,41
Sweden,1984,133481767,0,133481767,41
Sweden,1985,123903610,0,123903610,41
Sweden,1986,198445181,0,198445181,41
Sweden,1987,72374249,0,72374249,41
Sweden,1988,185535976,0,185535976,41
Sweden,1989,946284591,0,946284591,41
Sweden,1990,400387605,0,400387605,41
Sweden,1991,173278658,0,173278658,41
Sweden,1992,272478628,0,272478628,41
Sweden,1993,117438835,0,117438835,41
Sweden,1994,171450490,0,171450490,41
Sweden,1995,233739645,0,233739645,41
Sweden,1996,142391886,0,142391886,41
Sweden,1997,126686840,0,126686840,41
Sweden,1998,117646650,0,117646650,41
Sweden,1999,121378837,0,121378837,41
Sweden,2000,68464897,0,68464897,41
Sweden,2001,95729319,0,95729319,41
Sweden,2002,48750953,0,48750953,41
Sweden,2003,109071656,0,109071656,41
Sweden,2004,58723484,0,58723484,41
Sweden,2005,89823816,0,89823816,41
Sweden,2006,48832575,0,48832575,41
Sweden,2007,45890520,0,45890520,41
Sweden,2008,40720968,0,40720968,41
Sweden,2009,76554392,0,76554392,41
Sweden,2010,94790240,0,94790240,41
Sweden,2011,57386226,0,57386226,41
Sweden,2012,42966784,0,42966784,41
Sweden,2013,82270421,0,82270421,41
Netherlands,1973,162750945,0,162750945,42
Netherlands,1974,323468392,0,323468392,42
Netherlands,1975,130708382,0,130708382,42
Netherlands,1976,426349160,0,426349160,42
Netherlands,1977,352515092,0,352515092,42
Netherlands,1978,231844808,0,231844808,42
Netherlands,1979,82256186,0,82256186,42
Netherlands,1980,352628199,0,352628199,42
Netherlands,1981,270695825,0,270695825,42
Netherlands,1982,163308875,0,163308875,42
Netherlands,1983,305883422,0,305883422,42
Netherlands,1984,192857428,0,192857428,42
Netherlands,1985,75285016,0,75285016,42
Netherlands,1986,379878579,0,379878579,42
Netherlands,1987,573020364,0,573020364,42
Netherlands,1988,277081548,0,277081548,42
Netherlands,1989,472821276,0,472821276,42
Netherlands,1990,207980200,0,207980200,42
Netherlands,1991,233871628,0,233871628,42
Netherlands,1992,269752132,0,269752132,42
Netherlands,1993,213700000,0,213700000,42
Netherlands,1994,269718206,0,269718206,42
Netherlands,1995,284400704,0,284400704,42
Netherlands,1996,328972856,0,328972856,42
Netherlands,1997,166669840,0,166669840,42
Netherlands,1998,127981057,0,127981057,42
Netherlands,1999,55292716,0,55292716,42
Netherlands,2000,106331706,0,106331706,42
Netherlands,2001,416890876,0,416890876,42
Netherlands,2002,452558367,0,452558367,42
Netherlands,2003,212985661,0,212985661,42
Netherlands,2004,91745692,0,91745692,42
Netherlands,2005,233003711,0,233003711,42
Netherlands,2006,98616009,0,98616009,42
Netherlands,2007,121033675,0,121033675,42
Netherlands,2008,69615673,0,69615673,42
Netherlands,2009,107803997,0,107803997,42
Netherlands,2010,55471821,0,55471821,42
Netherlands,2011,19530662,0,19530662,42
Netherlands,2012,11311438,0,11311438,42
Netherlands,2013,11055065,0,11055065,42
France,1973,247189555,0,247189555,43
France,1974,367384662,0,367384662,43
France,1975,192416969,0,192416969,43
France,1976,183658423,0,183658423,43
France,1977,168900067,0,168900067,43
France,1978,97437457,0,97437457,43
France,1979,25058027,0,25058027,43
France,1980,360323267,116609845,243713422,43
France,1981,277458713,120922782,156535931,43
France,1982,446543740,0,446543740,43
France,1983,164059809,0,164059809,43
France,1984,367362828,0,367362828,43
France,1985,212486003,0,212486003,43
France,1986,296394154,0,296394154,43
France,1987,254311333,0,254311333,43
France,1988,274040470,0,274040470,43
France,1989,469783071,0,469783071,43
France,1990,586988135,0,586988135,43
France,1991,75995551,0,75995551,43
France,1992,220827059,0,220827059,43
France,1993,246959806,0,246959806,43
France,1994,242597753,0,242597753,43
France,1995,184288339,0,184288339,43
France,1996,310518112,0,310518112,43
France,1997,181377579,0,181377579,43
France,1998,218643543,0,218643543,43
France,1999,195502185,0,195502185,43
France,2000,526519855,0,526519855,43
France,2001,621418995,0,621418995,43
France,2002,534709591,0,534709591,43
France,2003,507020648,0,507020648,43
France,2004,596317633,0,596317633,43
France,2005,275332592,0,275332592,43
France,2006,464260209,0,464260209,43
France,2007,401771684,0,401771684,43
France,2008,246968178,8227,246959951,43
France,2009,443827383,0,443827383,43
France,2010,479271279,0,479271279,43
France,2011,385580197,0,385580197,43
France,2012,1857862442,0,1857862442,43
France,2013,1247092339,0,1247092339,43
United Kingdom,1973,442579189,0,442579189,44
United Kingdom,1974,1405378815,0,1405378815,44
United Kingdom,1975,222187891,0,222187891,44
United Kingdom,1976,51613566,0,51613566,44
United Kingdom,1977,860011341,0,860011341,44
United Kingdom,1978,971709388,0,971709388,44
United Kingdom,1979,5012313,0,5012313,44
United Kingdom,1980,567311470,399202551,168108919,44
United Kingdom,1981,7198102,558141413,-550943311,44
United Kingdom,1982,775334730,0,775334730,44
United Kingdom,1983,571679920,0,571679920,44
United Kingdom,1984,753538727,0,753538727,44
United Kingdom,1985,1255318,0,1255318,44
United Kingdom,1986,227395004,0,227395004,44
United Kingdom,1987,829894066,0,829894066,44
United Kingdom,1988,80251575,0,80251575,44
United Kingdom,1989,269229353,0,269229353,44
United Kingdom,1990,270402953,0,270402953,44
United Kingdom,1991,270595943,0,270595943,44
United Kingdom,1992,1055458482,0,1055458482,44
United Kingdom,1993,407941751,0,407941751,44
United Kingdom,1994,297003626,0,297003626,44
United Kingdom,1995,385163028,0,385163028,44
United Kingdom,1996,934520515,0,934520515,44
United Kingdom,1997,734365792,0,734365792,44
United Kingdom,1998,703712023,0,703712023,44
United Kingdom,1999,847273116,0,847273116,44
United Kingdom,2000,725259608,0,725259608,44
United Kingdom,2001,687651442,0,687651442,44
United Kingdom,2002,650113998,0,650113998,44
United Kingdom,2003,838243526,0,838243526,44
United Kingdom,2004,879595860,0,879595860,44
United Kingdom,2005,822343669,0,822343669,44
United Kingdom,2006,800914880,0,800914880,44
United Kingdom,2007,1019400656,0,1019400656,44
United Kingdom,2008,788164298,0,788164298,44
United Kingdom,2009,979674038,0,979674038,44
United Kingdom,2010,435982774,0,435982774,44
United Kingdom,2011,238230871,0,238230871,44
United Kingdom,2012,386497679,0,386497679,44
United Kingdom,2013,490448080,0,490448080,44
Germany,1973,562232384,0,562232384,45
Germany,1974,698168091,0,698168091,45
Germany,1975,833859928,0,833859928,45
Germany,1976,639963734,0,639963734,45
Germany,1977,617148856,0,617148856,45
Germany,1978,410412482,0,410412482,45
Germany,1979,787807347,0,787807347,45
Germany,1980,654031054,0,654031054,45
Germany,1981,751727169,0,751727169,45
Germany,1982,853843929,0,853843929,45
Germany,1983,494657126,0,494657126,45
Germany,1984,950183614,0,950183614,45
Germany,1985,1590619838,0,1590619838,45
Germany,1986,539033266,0,539033266,45
Germany,1987,788040730,0,788040730,45
Germany,1988,757183394,0,757183394,45
Germany,1989,3020847013,0,3020847013,45
Germany,1990,3382157543,0,3382157543,45
Germany,1991,323668836,0,323668836,45
Germany,1992,8552232648,0,8552232648,45
Germany,1993,450749201,0,450749201,45
Germany,1994,380199578,0,380199578,45
Germany,1995,3308855279,0,3308855279,45
Germany,1996,474378180,0,474378180,45
Germany,1997,782428714,0,782428714,45
Germany,1998,323280491,0,323280491,45
Germany,1999,530422355,0,530422355,45
Germany,2000,350983095,0,350983095,45
Germany,2001,891724108,0,891724108,45
Germany,2002,744664103,0,744664103,45
Germany,2003,717917759,0,717917759,45
Germany,2004,757859065,31462,757827603,45
Germany,2005,846945037,0,846945037,45
Germany,2006,664320505,0,664320505,45
Germany,2007,977570017,28702,977541315,45
Germany,2008,1168597647,0,1168597647,45
Germany,2009,1270803240,0,1270803240,45
Germany,2010,866568253,0,866568253,45
Germany,2011,1400378605,0,1400378605,45
Germany,2012,1519377935,0,1519377935,45
Germany,2013,1582596672,0,1582596672,45
Japan,1973,938965880,0,938965880,46
Japan,1974,2730202327,0,2730202327,46
Japan,1975,1339039677,0,1339039677,46
Japan,1976,762168614,0,762168614,46
Japan,1977,1479116934,0,1479116934,46
Japan,1978,1429326640,0,1429326640,46
Japan,1979,1014747194,0,1014747194,46
Japan,1980,1826375443,264768921,1561606522,46
Japan,1981,2935257275,446920760,2488336515,46
Japan,1982,1471338041,0,1471338041,46
Japan,1983,1760860027,0,1760860027,46
Japan,1984,2565737016,166832089,2398904927,46
Japan,1985,2525827880,269876498,2255951382,46
Japan,1986,1341662477,130559708,1211102769,46
Japan,1987,1770174669,525123264,1245051405,46
Japan,1988,3320238368,0,3320238368,46
Japan,1989,582793544,0,582793544,46
Japan,1990,2604458951,0,2604458951,46
Japan,1991,4702296751,0,4702296751,46
Japan,1992,2865776832,0,2865776832,46
Japan,1993,2494054534,0,2494054534,46
Japan,1994,2667081144,0,2667081144,46
Japan,1995,2880751774,0,2880751774,46
Japan,1996,3905453074,0,3905453074,46
Japan,1997,10777668538,0,10777668538,46
Japan,1998,4486462107,0,4486462107,46
Japan,1999,8630152095,276896345,8353255750,46
Japan,2000,1310812373,0,1310812373,46
Japan,2001,1017504389,0,1017504389,46
Japan,2002,2561928262,0,2561928262,46
Japan,2003,2147321397,0,2147321397,46
Japan,2004,2545515962,0,2545515962,46
Japan,2005,2566817614,0,2566817614,46
Japan,2006,2542330417,0,2542330417,46
Japan,2007,3544215397,0,3544215397,46
Japan,2008,4531094069,0,4531094069,46
Japan,2009,2645297987,0,2645297987,46
Japan,2010,3428196179,124673,3428071506,46
Japan,2011,2635586602,0,2635586602,46
Japan,2012,4256445621,0,4256445621,46
Japan,2013,2641200097,0,2641200097,46
United States,1973,1553264205,0,1553264205,47
United States,1974,871092243,0,871092243,47
United States,1975,944272511,0,944272511,47
United States,1976,897290248,0,897290248,47
United States,1977,246198361,0,246198361,47
United States,1978,438452911,0,438452911,47
United States,1979,717779582,0,717779582,47
United States,1980,6864224034,0,6864224034,47
United States,1981,8124423748,0,8124423748,47
United States,1982,3462490652,0,3462490652,47
United States,1983,1091122225,0,1091122225,47
United States,1984,2515278485,0,2515278485,47
United States,1985,2735617446,0,2735617446,47
United States,1986,1334668057,0,1334668057,47
United States,1987,1846214071,0,1846214071,47
United States,1988,1051167154,0,1051167154,47
United States,1989,1065107732,0,1065107732,47
United States,1990,1722305682,0,1722305682,47
United States,1991,2887003516,0,2887003516,47
United States,1992,11399278504,0,11399278504,47
United States,1993,4501838784,0,4501838784,47
United States,1994,8154319014,0,8154319014,47
United States,1995,3392574370,0,3392574370,47
United States,1996,4595800488,0,4595800488,47
United States,1997,3423306503,0,3423306503,47
United States,1998,2460766389,0,2460766389,47
United States,1999,7962084321,0,7962084321,47
United States,2000,6008166308,0,6008166308,47
United States,2001,4136147099,0,4136147099,47
United States,2002,4549559432,4920,4549554512,47
United States,2003,1258474359,0,1258474359,47
United States,2004,1328167876,0,1328167876,47
United States,2005,1350566958,0,1350566958,47
United States,2006,1935937419,0,1935937419,47
