country,year,donation,receival,n
South Africa,2012,0,955734671,-955734671
South Africa,2013,0,1350212256,-1350212256
Spain,1980,0,285026867,-285026867
Spain,1981,0,199457361,-199457361
Spain,1982,0,77227580,-77227580
Taiwan,1974,0,115048,-115048
Taiwan,1977,0,163198,-163198
Taiwan,1980,0,374058844,-374058844
Taiwan,1981,0,312886996,-312886996
Taiwan,1982,0,617069786,-617069786
Taiwan,1983,0,54105626,-54105626
Taiwan,1984,0,247894043,-247894043
Taiwan,1985,0,28782961,-28782961
Taiwan,1986,0,21795291,-21795291
Taiwan,1987,0,14965414,-14965414
Taiwan,1988,0,29459009,-29459009
Taiwan,1989,0,75026666,-75026666
Taiwan,1991,0,5446049,-5446049
Taiwan,1995,0,2561779,-2561779
Taiwan,1996,0,9333721,-9333721
Taiwan,1997,0,2454079,-2454079
Taiwan,1998,0,876129,-876129
Taiwan,2000,0,779075653,-779075653
Taiwan,2001,0,13689330,-13689330
Taiwan,2002,0,170259619,-170259619
Taiwan,2003,0,15103689,-15103689
Taiwan,2004,0,17888290,-17888290
Thailand,1973,0,206363405,-206363405
Thailand,1974,0,867668418,-867668418
Thailand,1975,0,333639956,-333639956
Thailand,1976,0,110042103,-110042103
Thailand,1977,0,715883953,-715883953
Thailand,1978,0,859278853,-859278853
Thailand,1979,0,1283439829,-1283439829
Thailand,1980,0,902852253,-902852253
Thailand,1981,0,1178204797,-1178204797
Thailand,1982,0,1595007194,-1595007194
Thailand,1983,0,1165432587,-1165432587
Thailand,1984,0,1135099078,-1135099078
Thailand,1985,0,1151123605,-1151123605
Thailand,1986,0,762121484,-762121484
Thailand,1987,0,1016033769,-1016033769
Thailand,1988,0,1297612686,-1297612686
Thailand,1989,0,626032718,-626032718
Thailand,1990,0,1790643316,-1790643316
Thailand,1991,0,1898189675,-1898189675
Thailand,1992,0,1014335727,-1014335727
Thailand,1993,0,3338548445,-3338548445
Thailand,1994,0,1416098158,-1416098158
Thailand,1995,0,792655526,-792655526
Thailand,1996,0,1671334558,-1671334558
Thailand,1997,0,6371021429,-6371021429
Thailand,1998,0,2437534353,-2437534353
Thailand,1999,0,3761639876,-3761639876
Thailand,2000,0,1792837766,-1792837766
Thailand,2001,0,532323112,-532323112
Thailand,2002,0,1205361664,-1205361664
Thailand,2003,0,289796785,-289796785
Thailand,2004,0,722232350,-722232350
Thailand,2005,0,750726362,-750726362
Thailand,2006,0,475487975,-475487975
Thailand,2008,0,938244893,-938244893
Thailand,2009,0,1038513059,-1038513059
Thailand,2011,0,196842375,-196842375
Thailand,2012,0,333622409,-333622409
Thailand,2013,0,259915985,-259915985
United Arab Emirates,1973,0,65097,-65097
United Arab Emirates,1977,0,3599299,-3599299
United Arab Emirates,1980,0,174742,-174742
United Arab Emirates,1981,0,1813286,-1813286
United Arab Emirates,1982,0,936588,-936588
United Arab Emirates,1983,0,598545,-598545
United Arab Emirates,1984,0,505928,-505928
United Arab Emirates,1985,0,136260119,-136260119
United Arab Emirates,1987,0,131760270,-131760270
United Arab Emirates,1994,0,9485289,-9485289
United Arab Emirates,1995,0,1579978,-1579978
United Arab Emirates,1996,0,1038083,-1038083
United Arab Emirates,1997,0,1002901,-1002901
United Arab Emirates,1998,0,461121,-461121
United Arab Emirates,1999,0,595520,-595520
United Arab Emirates,2000,0,628944,-628944
United Arab Emirates,2001,0,2140111,-2140111
United Arab Emirates,2002,0,1783343,-1783343
United Arab Emirates,2003,0,2325618,-2325618
United Arab Emirates,2004,0,3451690,-3451690
