donor,recipient,amount
Switzerland,Romania,47165
Austria,Romania,47160
United States,Romania,47159
France,Lithuania,47158
Germany,Hungary,47154
Switzerland,Romania,47144
France,Czech Republic,47141
Austria,Hungary,47141
United States,Romania,47137
United States,Romania,47136
France,Lithuania,47129
United Kingdom,Romania,47128
United States,Hungary,47125
Sweden,Poland,47124
France,Estonia,47124
Finland,Estonia,47124
United Kingdom,Poland,47124
United Kingdom,Poland,47124
Finland,Latvia,47121
Sweden,Estonia,47119
United Kingdom,Hungary,47112
France,Latvia,47106
France,Czech Republic,47104
Canada,Lithuania,47100
France,Lithuania,47094
United Kingdom,Hungary,47093
France,Romania,47092
France,Romania,47080
France,Romania,47079
France,United Arab Emirates,47079
France,Hungary,47074
France,United Arab Emirates,47066
France,Lithuania,47060
Italy,Czech Republic,47056
France,Latvia,47056
United States,Latvia,47056
United States,Romania,47056
Finland,Lithuania,47054
France,Poland,47054
France,Poland,47054
Canada,Estonia,47054
United States,Lithuania,47054
Sweden,Estonia,47054
France,Estonia,47054
Italy,Romania,47054
Sweden,Lithuania,47054
Sweden,Latvia,47054
Sweden,Latvia,47054
Switzerland,Romania,47053
United Kingdom,Latvia,47050
Spain,Romania,47050
Canada,Czech Republic,47038
France,Czech Republic,47033
France,Romania,47033
Netherlands,Poland,47032
Italy,Romania,47027
Sweden,Poland,47027
Sweden,Poland,47025
Germany,Poland,47025
France,Romania,47022
France,Poland,47010
Canada,Romania,47007
France,Romania,47007
Sweden,Latvia,47005
France,Czech Republic,47002
Sweden,Latvia,46998
Switzerland,Romania,46996
United Kingdom,Poland,46994
United Kingdom,Romania,46987
United States,Hungary,46985
Sweden,Lithuania,46981
Sweden,Lithuania,46980
France,Romania,46979
France,United Arab Emirates,46978
United Kingdom,Romania,46971
United States,Hungary,46969
Spain,Poland,46966
France,Hungary,46966
Finland,Hungary,46964
Sweden,Estonia,46962
Canada,Romania,46961
France,Estonia,46945
Canada,Poland,46937
Sweden,Lithuania,46937
Sweden,Lithuania,46936
United Kingdom,Czech Republic,46929
France,United Arab Emirates,46926
Austria,Romania,46925
Austria,Romania,46915
Japan,Estonia,46910
Netherlands,Estonia,46904
Portugal,Korea,46904
Netherlands,Latvia,46904
Netherlands,Lithuania,46904
United States,Romania,46904
Germany,Hungary,46904
Sweden,Lithuania,46900
Sweden,Latvia,46898
Germany,Latvia,46879
France,Romania,46873
Germany,Latvia,46870
Austria,Hungary,46869
Germany,Latvia,46868
United Kingdom,Romania,46863
Spain,Hungary,46860
Netherlands,Poland,46856
Japan,Romania,46849
Netherlands,Czech Republic,46849
United States,Romania,46842
Germany,Estonia,46842
Netherlands,Poland,46840
Netherlands,Lithuania,46838
Germany,Hungary,46838
Netherlands,Hungary,46836
Germany,Romania,46834
Norway,Poland,46834
Germany,Poland,46834
Norway,Czech Republic,46825
Norway,Latvia,46823
Norway,Poland,46822
Spain,Czech Republic,46821
Norway,Lithuania,46818
Germany,Poland,46817
Sweden,Lithuania,46805
United States,Czech Republic,46803
Switzerland,Czech Republic,46801
Sweden,Estonia,46796
Australia,Korea,46789
Netherlands,Romania,46782
Sweden,Lithuania,46780
Japan,Latvia,46780
Germany,Czech Republic,46779
Spain,Latvia,46778
United States,Romania,46777
Germany,Poland,46774
Netherlands,Czech Republic,46772
Germany,Estonia,46771
Austria,Romania,46768
France,Romania,46761
Netherlands,Poland,46761
Japan,Korea,46760
France,Czech Republic,46758
Switzerland,Romania,46754
France,Czech Republic,46750
Norway,Romania,46749
France,Korea,46745
Austria,Estonia,46745
France,Lithuania,46745
Germany,Romania,46744
Germany,Romania,46743
Germany,Lithuania,46735
Italy,Romania,46729
Japan,Romania,46728
Japan,Latvia,46727
United Kingdom,Poland,46719
United States,Poland,46716
Finland,Estonia,46713
Sweden,Estonia,46706
United States,Hungary,46700
France,Lithuania,46698
Austria,Czech Republic,46697
France,Korea,46697
France,Poland,46691
France,Romania,46678
Sweden,Lithuania,46676
United Kingdom,Romania,46676
Italy,Romania,46673
Sweden,Estonia,46673
Italy,Romania,46671
Finland,Estonia,46669
France,Romania,46665
France,United Arab Emirates,46663
France,United Arab Emirates,46663
France,Czech Republic,46661
France,United Arab Emirates,46658
France,United Arab Emirates,46647
United States,Poland,46646
Sweden,Estonia,46646
Sweden,Latvia,46646
France,Taiwan,46644
United Kingdom,Poland,46644
Spain,Romania,46637
Canada,Hungary,46636
Canada,Romania,46635
Finland,Lithuania,46632
United Kingdom,Poland,46628
United Kingdom,Czech Republic,46624
France,Latvia,46618
France,Romania,46614
Austria,Romania,46613
Sweden,Poland,46613
United States,Taiwan,46613
Spain,Poland,46613
United States,Poland,46607
United States,Poland,46604
United Kingdom,Czech Republic,46595
Sweden,Latvia,46595
France,Korea,46595
Germany,Romania,46595
United Kingdom,Romania,46595
Spain,Czech Republic,46592
France,Poland,46585
Japan,Taiwan,46585
United Kingdom,Romania,46573
Germany,Poland,46573
France,Romania,46567
United States,Romania,46567
Italy,Romania,46560
United States,Romania,46551
Germany,Czech Republic,46542
United States,Romania,46541
France,Poland,46531
France,Poland,46525
France,Hungary,46524
United States,Taiwan,46524
Spain,Cyprus,46523
France,Qatar,46522
Spain,Poland,46522
France,Hungary,46522
Sweden,Lithuania,46517
Netherlands,Hungary,46497
Austria,Czech Republic,46495
United States,Romania,46495
Germany,Czech Republic,46495
Germany,Poland,46493
Spain,Lithuania,46488
Netherlands,Romania,46487
United States,Romania,46481
Netherlands,Romania,46477
Italy,Romania,46477
France,Lithuania,46475
France,Kuwait,46474
France,Romania,46470
Italy,Czech Republic,46469
Austria,Czech Republic,46469
Germany,Latvia,46467
Switzerland,Romania,46466
United States,Poland,46463
Norway,Estonia,46452
Spain,Korea,46446
Japan,Hungary,46440
Norway,Latvia,46437
Germany,Romania,46436
France,Czech Republic,46431
Germany,Estonia,46430
Netherlands,Poland,46430
Germany,Estonia,46429
Belgium,Poland,46429
Germany,Romania,46424
Japan,Czech Republic,46421
Netherlands,Hungary,46421
Japan,Poland,46416
Greece,Cyprus,46412
Japan,Romania,46410
Netherlands,Poland,46406
France,Czech Republic,46403
Japan,Poland,46400
Germany,Poland,46400
Netherlands,Poland,46400
France,Poland,46400
Japan,Romania,46400
United States,Estonia,46399
United States,Czech Republic,46394
Netherlands,Poland,46394
Finland,Estonia,46394
Switzerland,Czech Republic,46393
Netherlands,Slovenia,46393
United States,Romania,46391
Belgium,Romania,46389
Japan,Romania,46385
Austria,Romania,46382
Germany,Kuwait,46382
United States,Lithuania,46370
France,Poland,46358
Sweden,Latvia,46355
Finland,Estonia,46355
Canada,Hungary,46350
France,Latvia,46350
Italy,Hungary,46349
France,Czech Republic,46348
France,Hungary,46343
Italy,Hungary,46340
Finland,Estonia,46339
France,Latvia,46338
Sweden,Latvia,46330
France,Romania,46325
France,Estonia,46319
France,Czech Republic,46313
Austria,Hungary,46310
Sweden,Latvia,46308
France,United Arab Emirates,46302
Sweden,Latvia,46302
France,Romania,46302
France,Romania,46301
Italy,Poland,46298
France,Czech Republic,46297
France,Czech Republic,46292
France,Czech Republic,46290
France,United Arab Emirates,46289
Italy,Hungary,46289
Sweden,Romania,46288
Sweden,Lithuania,46288
Sweden,Poland,46277
Sweden,Poland,46274
Sweden,Latvia,46270
France,Taiwan,46269
Finland,Estonia,46263
Austria,Latvia,46261
Sweden,Latvia,46257
France,Estonia,46251
Austria,Lithuania,46251
France,Czech Republic,46247
Germany,Poland,46246
Austria,Czech Republic,46241
Sweden,Romania,46237
France,Estonia,46236
France,Korea,46234
United States,Romania,46232
Netherlands,Estonia,46231
Spain,Romania,46229
Germany,Latvia,46227
United States,Romania,46221
United States,Romania,46221
Germany,Czech Republic,46214
Spain,Czech Republic,46214
Germany,Poland,46213
Germany,Hungary,46204
France,Czech Republic,46203
United States,Romania,46202
Germany,Poland,46196
Netherlands,Poland,46194
Sweden,Estonia,46180
United States,Czech Republic,46180
France,Romania,46171
United States,Romania,46167
Germany,Hungary,46165
Germany,Estonia,46165
France,Lithuania,46158
Switzerland,Romania,46156
Norway,Latvia,46151
Austria,Taiwan,46149
Greece,Cyprus,46136
Switzerland,Czech Republic,46134
United Kingdom,Romania,46134
Germany,Poland,46134
Sweden,Lithuania,46132
Greece,Poland,46131
Netherlands,Romania,46120
Sweden,Estonia,46111
Norway,Estonia,46107
Norway,Lithuania,46102
Norway,Romania,46095
Germany,Hungary,46093
Spain,Poland,46092
United States,Cyprus,46090
Germany,Romania,46089
Germany,Czech Republic,46086
Sweden,Poland,46086
Ireland,Romania,46085
Spain,Korea,46082
United States,Hungary,46080
Greece,Romania,46077
Germany,Romania,46077
Belgium,Romania,46073
Spain,Poland,46069
Spain,Hungary,46067
Spain,Hungary,46066
Austria,Romania,46066
Portugal,Czech Republic,46065
United States,Romania,46064
Australia,Korea,46064
United States,Korea,46059
Canada,Poland,46059
Finland,Latvia,46056
Italy,Romania,46049
Germany,Czech Republic,46049
United States,Romania,46047
Germany,Poland,46047
Austria,Latvia,46047
France,Romania,46037
France,Romania,46030
Switzerland,Romania,46028
France,Korea,46021
United States,Latvia,46021
France,Hungary,46012
France,Lithuania,46012
Germany,Czech Republic,46012
Switzerland,Poland,46012
Japan,Romania,46012
Japan,Korea,46012
United Kingdom,Hungary,46005
United Kingdom,Hungary,46004
Sweden,Estonia,46003
Spain,Poland,45999
Italy,Romania,45995
Germany,Estonia,45995
Finland,Latvia,45995
Spain,Estonia,45995
Austria,Romania,45994
United States,Hungary,45989
United States,Lithuania,45979
Germany,Hungary,45977
Norway,Lithuania,45973
Germany,Hungary,45971
Germany,Romania,45970
Sweden,Lithuania,45970
Sweden,Estonia,45969
Netherlands,Poland,45969
Japan,Korea,45964
Germany,Romania,45961
Netherlands,Latvia,45960
Canada,Czech Republic,45959
Italy,Estonia,45955
Sweden,Lithuania,45950
Finland,Lithuania,45950
Sweden,Latvia,45948
France,Czech Republic,45943
France,Poland,45938
Canada,Poland,45937
United States,Romania,45936
Sweden,Lithuania,45936
Italy,Poland,45933
Italy,Romania,45932
France,Korea,45927
France,Romania,45920
Italy,Lithuania,45920
France,Czech Republic,45915
France,Poland,45913
France,Qatar,45913
France,Lithuania,45909
Italy,Poland,45909
France,Romania,45909
France,Poland,45909
France,Romania,45903
France,Romania,45899
France,Kuwait,45895
France,Qatar,45893
France,Lithuania,45892
Japan,Estonia,45889
France,Kuwait,45884
Germany,Lithuania,45879
Japan,Estonia,45877
Japan,Romania,45877
Finland,Latvia,45875
Japan,Hungary,45874
Italy,Poland,45874
Germany,Poland,45864
Germany,Czech Republic,45862
Japan,Estonia,45860
Japan,Kuwait,45858
France,Hungary,45854
France,Hungary,45852
France,United Arab Emirates,45852
Finland,Latvia,45851
Japan,Romania,45851
Italy,Czech Republic,45849
Italy,Czech Republic,45849
Finland,Estonia,45848
France,Kuwait,45846
Italy,Poland,45840
France,Romania,45835
Sweden,Latvia,45831
France,Lithuania,45822
Sweden,Estonia,45812
Sweden,Estonia,45809
Sweden,Lithuania,45806
Sweden,Latvia,45804
Canada,Poland,45802
France,Lithuania,45796
France,Taiwan,45787
United States,Romania,45786
France,Romania,45785
Canada,Estonia,45784
France,Romania,45782
Switzerland,Romania,45764
Austria,Hungary,45763
Spain,Lithuania,45761
United States,Korea,45761
Japan,Poland,45761
United States,Estonia,45758
Germany,Poland,45758
Germany,Hungary,45752
Germany,Poland,45751
Netherlands,Lithuania,45750
Sweden,Lithuania,45749
Netherlands,Czech Republic,45747
France,Romania,45742
Japan,United Arab Emirates,45736
Australia,Hungary,45736
United States,Romania,45727
Germany,Romania,45727
Greece,Romania,45726
Germany,Lithuania,45724
Netherlands,Romania,45724
Italy,Romania,45724
Sweden,Estonia,45724
Germany,Poland,45721
Germany,Korea,45721
Switzerland,Romania,45715
Sweden,Latvia,45697
Austria,Slovenia,45692
France,Czech Republic,45692
Spain,Slovak Republic,45692
France,Qatar,45689
Austria,Romania,45689
Austria,Lithuania,45689
France,Romania,45687
France,Qatar,45685
France,Cyprus,45680
France,Romania,45678
France,Latvia,45678
Finland,Latvia,45656
Sweden,Latvia,45655
Italy,Poland,45647
France,Poland,45641
France,United Arab Emirates,45639
France,Poland,45639
France,Lithuania,45639
France,Romania,45637
France,Romania,45635
France,Lithuania,45635
Canada,Lithuania,45630
United States,Romania,45619
France,Poland,45609
France,Hungary,45609
United States,Poland,45607
United Kingdom,Romania,45604
Austria,Czech Republic,45602
United States,Poland,45598
Sweden,Poland,45591
Switzerland,Slovak Republic,45591
Austria,Hungary,45591
Germany,Czech Republic,45591
Germany,Romania,45591
France,Czech Republic,45591
France,Latvia,45582
Austria,Hungary,45577
France,United Arab Emirates,45577
France,Cyprus,45577
France,Kuwait,45576
Finland,Lithuania,45572
France,Cyprus,45565
France,Lithuania,45562
France,Czech Republic,45562
Germany,Poland,45560
Finland,Latvia,45558
France,Czech Republic,45554
Sweden,Estonia,45551
France,Poland,45551
France,Czech Republic,45551
France,Romania,45540
France,Poland,45536
France,Cyprus,45534
Germany,Romania,45531
Austria,Hungary,45524
France,Kuwait,45520
United Kingdom,Cyprus,45516
France,Korea,45516
Sweden,Hungary,45514
United Kingdom,Hungary,45513
Italy,Hungary,45512
Sweden,Lithuania,45504
Germany,Romania,45501
Netherlands,Poland,45500
France,Estonia,45499
Germany,Czech Republic,45497
France,United Arab Emirates,45493
Germany,Czech Republic,45493
Sweden,Latvia,45485
France,Estonia,45485
France,Lithuania,45485
France,Estonia,45485
France,Estonia,45485
France,Poland,45474
France,Kuwait,45474
United States,Poland,45473
France,Poland,45471
France,United Arab Emirates,45470
France,Czech Republic,45462
United States,Czech Republic,45457
France,Hungary,45448
France,Qatar,45446
United States,Romania,45446
United Kingdom,Romania,45441
Sweden,Estonia,45441
Netherlands,Poland,45439
Germany,Lithuania,45439
Netherlands,Latvia,45439
Austria,Hungary,45439
Canada,Romania,45439
United States,Romania,45439
Netherlands,Romania,45439
Austria,Poland,45439
United States,Romania,45436
Italy,Poland,45429
Germany,Romania,45428
Germany,United Arab Emirates,45426
France,Romania,45424
United States,Romania,45422
Germany,Latvia,45422
Germany,Poland,45422
Netherlands,Poland,45422
France,Romania,45414
Netherlands,Romania,45412
France,Hungary,45412
Greece,Lithuania,45405
Portugal,Korea,45403
Norway,Poland,45400
Germany,Estonia,45399
Germany,Poland,45393
Portugal,Czech Republic,45392
Portugal,Cyprus,45389
United Kingdom,Romania,45378
Germany,Hungary,45375
Japan,Hungary,45370
Austria,Czech Republic,45368
United States,Romania,45368
Norway,Lithuania,45367
Sweden,Estonia,45356
Spain,Poland,45350
France,Estonia,45343
Germany,Lithuania,45341
Japan,Korea,45339
United Kingdom,Romania,45336
United States,Czech Republic,45322
Japan,United Arab Emirates,45311
Germany,Lithuania,45310
Netherlands,Romania,45308
Japan,Korea,45306
Spain,Poland,45306
Germany,Romania,45304
Greece,Hungary,45303
Greece,Estonia,45296
Germany,Latvia,45288
Germany,Lithuania,45282
Greece,Korea,45281
Belgium,Lithuania,45278
Germany,Poland,45271
Finland,Latvia,45269
Netherlands,Romania,45265
Sweden,Poland,45262
Austria,Poland,45259
United Kingdom,Romania,45259
France,Hungary,45251
France,Qatar,45249
Netherlands,Poland,45238
Austria,Romania,45238
France,Korea,45237
France,Cyprus,45236
France,Romania,45236
Netherlands,Estonia,45230
United States,Romania,45224
United Kingdom,Romania,45221
Sweden,Lithuania,45216
Sweden,Poland,45215
Canada,Poland,45212
United Kingdom,Hungary,45211
France,Lithuania,45206
United States,Hungary,45206
Sweden,Latvia,45204
Austria,Hungary,45196
Sweden,Estonia,45194
Sweden,Estonia,45192
France,Romania,45188
Sweden,Poland,45186
Germany,Poland,45183
France,Cyprus,45180
